name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Lisbon,2023-01-11T13:00:00,16.2,16.2,10.2,67.77,0,0,,0,0,31.3,20.8,10,1030.8,46.2,10,488,1.8,5,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-01-11T14:00:00,16.2,16.2,11,71.35,0,0,,0,0,29.5,19.6,353,1030,46.2,10,474,1.7,5,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-01-11T15:00:00,16.1,16.1,10.1,67.77,0,0,,0,0,33.1,20.2,360,1030,29.5,11.6,403,1.5,4,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-01-11T16:00:00,15.2,15.2,10,71.34,0,0,,0,0,32.8,20.3,358,1030,28,10,281,1,3,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-01-11T17:00:00,14.2,14.2,9.2,71.88,0,0,,0,0,31,19.2,350,1030.8,28,10,127,0.5,1,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-01-11T18:00:00,13.2,13.2,9.1,76.22,0,0,,0,0,30.2,16.8,340,1031,24.7,11.6,11,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-11T19:00:00,12.2,12.2,9,81.04,0,0,,0,0,26.6,11.7,343,1031.8,27.9,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-11T20:00:00,11.3,11.3,9,85.67,0,0,,0,0,24.1,8.4,2,1031.8,27.9,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-11T21:00:00,11.2,11.2,8.9,86.11,0,0,,0,0,20.9,17.7,345,1032,23.2,11.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-11T22:00:00,11,11,8.9,86.55,0,0,,0,0,16.2,16.3,337,1032,0,10,0,0,0,10,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-11T23:00:00,11.2,11.2,9,86.57,0,0,,0,0,13,11.4,323,1032,0,10,0,0,0,10,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-12T00:00:00,10.1,10.1,9,93.11,0,0,,0,0,10.4,11.5,360,1032,30,11.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-12T01:00:00,9.9,9.3,8,88.31,0,0,,0,0,8.6,6,13,1031,0,10,0,0,0,10,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-12T02:00:00,9.2,7.4,8.3,94.46,0,0,,0,0,12.6,11.4,2,1031,0,10,0,0,0,10,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-12T03:00:00,10.9,10.9,9.1,88.77,0,0,,0,0,9,15,343,1031.1,50,11.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-12T04:00:00,9.9,8.3,9,94.49,0,0,,0,0,9,10.9,345,1031,100,10,0,0,0,10,Overcast,cloudy,"08534099999,08536099999,LPPT"
Lisbon,2023-01-12T05:00:00,10.9,10.9,9,88.39,0,0,,0,0,10.8,15.4,336,1030,0.1,10,0,0,0,10,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-12T06:00:00,9.1,8.1,8.2,94.16,0,0,,0,0,10.4,7.5,10,1030.1,60,11.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-12T07:00:00,8.9,7.8,8,94.45,0,0,,0,0,7.9,7.6,357,1030,59.2,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-12T08:00:00,8.5,8.5,7.7,94.64,0,0,,0,0,6.5,3.9,90,1031,0.3,10,7,0,0,10,Clear,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-12T09:00:00,10.4,10.4,8.9,90.03,0,0,,0,0,6.5,8.3,348,1031.2,52,11.5,55,0.2,1,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-12T10:00:00,11,11,9.2,88.83,0,0,,0,0,6.5,8.5,28,1031,12.7,10,195,0.7,2,10,Clear,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-12T11:00:00,13,13,9.8,80.98,0,0,,0,0,9,5.8,60,1032,0,10,340,1.2,3,10,Clear,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-12T12:00:00,13.9,13.9,9.9,76.44,0,0,,0,0,11.2,8.3,37,1031.1,32.9,11.6,438,1.6,4,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-12T13:00:00,15,15,9.8,71.13,0,0,,0,0,12.6,8.8,68,1030,27.6,10,342,1.2,3,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-12T14:00:00,15,15,9.8,71.3,0,0,,0,0,25.9,8.3,59,1030,28,10,420,1.5,4,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-01-12T15:00:00,15.1,15.1,9,67.18,0,0,,0,0,14.8,11.2,347,1029.1,34.8,11.6,204,0.7,2,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-12T16:00:00,14.2,14.2,10,75.9,0,0,,0,0,14.8,12.1,348,1029,28,10,252,0.9,3,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-12T17:00:00,14.1,14.1,9.2,72.06,0,0,,0,0,16.9,11.6,344,1029,30,10,71,0.3,1,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-12T18:00:00,12.2,12.2,9.1,81.21,0,0,,0,0,17.3,11.7,330,1030,35.7,11.6,18,0.1,0,10,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-12T19:00:00,11.3,11.3,9,85.67,0,0,,0,0,14.8,9.9,330,1030,86,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-12T20:00:00,11.2,11.2,9,86.57,0,0,,0,0,11.9,9.6,332,1030,27.5,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-12T21:00:00,11.1,11.1,9,87.11,0,0,,0,0,12.2,9.8,323,1030.1,29.5,11.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-12T22:00:00,10.2,10.2,8.2,87.4,0,0,,0,0,7.6,9.4,323,1030,27.5,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-12T23:00:00,9.9,8.6,8,88.31,0,0,,0,0,7.2,9.1,326,1030,27.5,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-13T00:00:00,8.9,7.9,7.2,88.89,0,0,,0,0,2.5,7.5,329,1030,23.2,11.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-13T01:00:00,8.9,8.9,7.2,89.17,0,0,,0,0,2.2,3.9,140,1029,27.5,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-13T02:00:00,8,8,7.2,94.41,0,0,,0,0,2.2,3.9,262,1029,27.5,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-13T03:00:00,7.8,7,6.9,94.2,0,0,,0,0,3.6,5.7,243,1029.1,79.7,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-13T04:00:00,8.7,8.7,7.9,94.44,0,0,,0,0,2.9,3.6,255.7,1029,89.2,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-13T05:00:00,10.7,10.7,8.2,84.37,0,0,,0,0,3.2,5.1,320,1028,89.2,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-13T06:00:00,9.9,9.9,8.2,89.16,0,0,,0,0,1.8,0.6,360,1028.2,87.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-13T07:00:00,10,10,8.3,89.27,0,0,,0,0,2.9,6.9,20,1029,89.2,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-13T08:00:00,9.8,9.8,8.2,89.64,0,0,,0,0,2.9,3.5,80,1029,89.2,10,0,0,0,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-01-13T09:00:00,10.6,10.6,9,89.55,0,0,,0,0,2.5,2.5,60,1030,83.1,10.8,50,0.2,1,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-13T10:00:00,13.6,13.6,9.3,75.35,0,0,,0,0,2.9,0.3,0,1030,27.5,10,189,0.7,2,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-13T11:00:00,13.9,13.9,9.3,73.49,0,0,,0,0,24.1,5,87.8,1030,28,10,328,1.2,3,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-13T12:00:00,14.8,14.8,9.3,69.82,0,0,,0,0,4.7,4.8,318,1030.1,31.8,11.6,419,1.5,4,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-13T13:00:00,15,15,10.6,74.9,0,0,,0,0,4.9,8.5,71,1029,28,10,467,1.7,5,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-13T14:00:00,14.4,14.4,9,70.29,0,0,,0,0,31.7,9.4,24,1028,28,10,451,1.6,5,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-13T15:00:00,15,15,9.1,67.55,0,0,,0,0,5.4,8.2,294,1028.1,33.3,11.6,372,1.3,4,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-13T16:00:00,15,15,10,71.85,0,0,,0,0,5.2,5.7,102,1028,28,10,270,1,3,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-13T17:00:00,14.2,14.2,9.2,72.06,0,0,,0,0,5,5.3,74,1028,28,10,101,0.4,1,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-13T18:00:00,12.9,12.9,10,82.43,0,0,,0,0,6.5,4.2,240,1029,32.6,11.6,16,0.1,0,10,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-13T19:00:00,12.7,12.7,10,83.71,0,0,,0,0,5.8,7.2,320,1029,100,10,0,0,0,10,Overcast,cloudy,"08534099999,08536099999,LPPT"
Lisbon,2023-01-13T20:00:00,10.9,10.9,9.2,89.33,0,0,,0,0,5,3.3,320,1029,100,10,0,0,0,10,Overcast,cloudy,"08534099999,08536099999,LPPT"
Lisbon,2023-01-13T21:00:00,11,11,10.2,94.44,0,0,,0,0,1.4,5.7,266,1029,60,10.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-13T22:00:00,10.9,10.9,10,94.53,0,0,,0,0,3.1,3.6,294,1029,0,10,0,0,0,10,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-13T23:00:00,10.9,10.9,9.2,89.33,0,0,,0,0,4.7,3.3,280,1029,0,10,0,0,0,10,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T00:00:00,10.7,10.7,9,89.32,0,0,,0,0,4.3,3.6,360,1029,29.5,10.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T01:00:00,9.7,9.7,8.9,94.49,0,0,,0,0,4,3.9,307,1028,23.2,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T02:00:00,9,9,9,100,0,0,,0,0,3.6,0.6,19,1028,23.2,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T03:00:00,8.8,8.8,8.8,100,0,0,,0,0,5.4,1.1,22,1028.1,48.4,10.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T04:00:00,8.9,8.9,8.9,100,0,0,,0,0,5.4,1.2,11,1028,46.9,5.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T05:00:00,8.9,7.7,8.9,100,0,0,,0,0,5.4,7.8,45,1028,89.2,2.4,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T06:00:00,8.8,7.7,8.8,100,0,0,,0,0,5.8,7.5,54,1028,87.6,9.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T07:00:00,8.9,7.8,8.9,100,0,0,,0,0,6.5,7.6,55,1028,89.2,9.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T08:00:00,8.9,7.8,8.9,100,0,0,,0,0,7.2,7.6,65,1028,89.2,10,0,0,0,10,Partially cloudy,partly-cloudy-day,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T09:00:00,8.9,7.9,8.9,100,0,0,,0,0,6.8,7.5,54,1028.1,89.2,10.8,29,0.1,0,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-14T10:00:00,9.2,8.1,9,98.95,0,0,,0,0,7.6,7.8,57,1029,89.2,4.1,60,0.2,1,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-14T11:00:00,9.2,8.1,9,98.95,0,0,,0,0,8.3,7.8,62,1029,89.2,4.1,221,0.8,2,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-14T12:00:00,10.2,10.2,9.9,98.02,0,0,,0,0,7.2,6.2,47,1028.1,89.2,4.9,232,0.8,2,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-14T13:00:00,11.2,11.2,10.9,97.94,0,0,,0,0,5.9,4.8,10,1027,89.2,6.6,194,0.7,2,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-14T14:00:00,11.2,11.2,10.9,97.94,0,0,,0,0,29.5,7.8,10,1026,89.2,10,196,0.7,2,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-14T15:00:00,12.9,12.9,11,87.84,0,0,,0,0,8.3,4.2,360,1026.1,89.2,10.8,154,0.6,2,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-14T16:00:00,13,13,11.2,88.58,0,0,,0,0,8.1,5.7,360,1026,89.2,10,101,0.4,1,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-14T17:00:00,13,13,11.2,88.58,0,0,,0,0,25.9,5.7,30,1026,89.2,10,52,0.2,1,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-14T18:00:00,13,13,11.3,89.04,0,0,,0,0,12.6,6.7,124,1026.1,89.2,10.8,14,0.1,0,10,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-14T19:00:00,13,13,11.3,89.5,0,0,,0,0,10.1,4.8,120,1026,56.3,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T20:00:00,11,11,11,100,0,0,,0,0,7.6,5.7,38,1026,56.3,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T21:00:00,11,11,11,100,0,0,,0,0,6.1,1.1,5,1027,82.9,10.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T22:00:00,11,11,11,100,0,0,,0,0,4.9,2.4,50,1026,89.2,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-14T23:00:00,12,12,11.2,94.58,0,0,,0,0,3.6,0.8,360,1026.8,89.2,9.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-15T00:00:00,11.9,11.9,11.6,98.05,0,0,,0,0,6.5,1.7,8,1026.5,89.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-15T01:00:00,12,12,12,100,0,0,,0,0,6.3,0.3,0,1026,98.4,9.2,0,0,0,10,Overcast,cloudy,"08534099999,08536099999,LPPT"
Lisbon,2023-01-15T02:00:00,12,12,12,100,0,0,,0,0,6.1,0.6,41,1026,98.4,9.2,0,0,0,10,Overcast,cloudy,"08534099999,08536099999,LPPT"
Lisbon,2023-01-15T03:00:00,12.9,12.9,12,94.52,0,0,,0,0,5.8,5.9,224,1026,89.2,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-15T04:00:00,12.9,12.9,12,94.62,0,0,,0,0,6.1,7.2,225,1025.2,90.7,10,0,0,0,10,Overcast,cloudy,"08534099999,08536099999,LPPT"
Lisbon,2023-01-15T05:00:00,11.2,11.2,11.2,100,0,0,,0,0,6.5,7.8,242,1025,56.3,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-15T06:00:00,11.1,11.1,11.1,100,0,0,,0,0,9.7,9,235,1025.1,29.5,10.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-15T07:00:00,12,12,12,100,0,0,rain,0,0,13.5,10.6,232,1025,50,7.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-15T08:00:00,12.2,12.2,12.2,100,0,0,,0,0,17.3,7.8,291,1026,89.2,7.7,0,0,0,10,Partially cloudy,partly-cloudy-day,"08534099999,08536099999,LPPT"
Lisbon,2023-01-15T09:00:00,12.2,12.2,12.2,100,0,0,,0,0,22.1,24.1,360,1027.1,89.2,10,38,0.1,0,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-15T10:00:00,12.2,12.2,10.3,88.51,0,0,,0,0,26.9,21.4,10,1028,50,10,116,0.4,1,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-15T11:00:00,13,13,10.2,82.87,0,0,,0,0,31.7,16.6,10,1029,50,10,102,0.4,1,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-15T12:00:00,12.2,12.2,9,81.04,0,0,,0,0,35.3,19.2,5,1029.1,87.6,10.8,252,0.9,3,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-15T13:00:00,13,13,8.9,75.87,0,0,,0,0,34.4,20.2,353,1029,89.2,10,271,1,3,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-15T14:00:00,13,13,7.9,70.9,0,0,,0,0,33.5,19.3,3,1028,50,10,456,1.6,5,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-15T15:00:00,13.2,13.2,6.2,62.53,0,0,,0,0,32.5,22.8,348,1028,50,10.8,413,1.5,4,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-15T16:00:00,13.2,13.2,5,57.71,0,0,,0,0,31.6,23.2,348,1028.8,46.9,10,252,0.9,3,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-15T17:00:00,12.2,12.2,5,61.61,0,0,,0,0,30.6,16.6,357,1029,27.9,10,130,0.5,1,10,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-15T18:00:00,10.3,10.3,5,69.69,0,0,,0,0,31,12.2,340,1029.1,27.9,10.8,20,0.1,0,10,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-15T19:00:00,10,10,5,71.09,0,0,,0,0,24.8,3.6,330,1030,27.5,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08536099999,LPPT"
Lisbon,2023-01-15T20:00:00,9.3,9.3,5,74.44,0,0,,0,0,18.7,4.5,320,1030,82.9,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-15T21:00:00,8.4,7.6,5,79.04,0,0,,0,0,15.2,6.2,251,1030,27.9,10.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-15T22:00:00,9.2,8.6,5,75.23,0,0,,0,0,11.8,5.7,273,1029,27.9,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-15T23:00:00,9.3,8.2,5.9,78.92,0,0,,0,0,8.3,8.1,248,1029,89.2,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-16T00:00:00,10.2,10.2,5.9,74.68,0,0,,0,0,8.3,8.4,261,1029.1,84.4,10.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-16T01:00:00,11,11,6,71.28,0,0,,0,0,9,8.1,270,1028,82.9,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-16T02:00:00,11.2,11.2,6.9,74.76,0,0,,0,0,9.7,6.3,277,1028,89.2,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-16T03:00:00,12,12,7.9,75.71,0,0,,0,0,10.8,9.8,283,1027.1,98.4,10.8,0,0,0,10,Overcast,cloudy,"08534099999,08536099999,LPPT"
Lisbon,2023-01-16T04:00:00,12.2,12.2,8,75.73,0,0,,0,0,11.9,15.7,262,1027,89.2,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-16T05:00:00,12.2,12.2,9,81.04,0,0,,0,0,13,13.5,268,1026,89.2,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-16T06:00:00,12.1,12.1,9.9,86.21,0,0,,0,0,12.6,15.6,277,1025.1,89.2,10.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-16T07:00:00,12.2,12.2,10.9,91.68,0,0,rain,0,0,15.8,16.8,287,1025,37.3,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-16T08:00:00,12,12,11.2,94.55,0,0,rain,0,0,19.1,17.1,281,1025,57.6,9.1,0,0,0,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-01-16T09:00:00,13,13,11.1,88.15,0,0,rain,0,0,24.1,16.3,274,1024.2,34.8,11.5,37,0.1,0,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-16T10:00:00,13.2,13.2,10.2,82.24,0,0,,0,0,29.2,18.2,287,1025,57.6,10,128,0.5,1,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-16T11:00:00,14.1,14.1,11.9,86.25,0,0,,0,0,34.2,16,287,1025,89.2,10,184,0.7,2,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-16T12:00:00,14.9,14.9,11,77.61,0.565,100,rain,0,0,36,17.7,271,1024.1,86.5,10,126,0.5,1,10,"Rain, Partially cloudy",rain,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-16T13:00:00,14.2,14.2,11,81.34,0,0,rain,0,0,38.9,19.5,256,1023,87.7,10,221,0.8,2,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-16T14:00:00,15,15,10.4,73.88,0,0,rain,0,0,40.7,22,269,1022,89.2,9.9,166,0.6,2,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-16T15:00:00,13.2,13.2,11,86.41,0,0,rain,0,0,40.8,22.2,275,1021.1,89.2,10.8,174,0.6,2,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-16T16:00:00,14.9,14.9,11,77.38,0,0,rain,0,0,39.8,20.6,271,1020,57.6,9.8,154,0.6,2,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-16T17:00:00,13.2,13.2,11,86.8,0,0,rain,0,0,38.9,23.4,270,1019,51.5,10,95,0.3,1,10,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-16T18:00:00,13.1,13.1,10.9,86.49,0,0,rain,0,0,30.6,22.1,270,1019.1,35.7,11.6,9,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-01-16T19:00:00,13.2,13.2,11.2,87.67,0,0,rain,0,0,30.4,21.7,268,1018,82.9,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-16T20:00:00,13.2,13.2,12,92.7,0,0,rain,0,0,30.2,18.7,270,1018,82.9,8.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-01-16T21:00:00,13.1,13.1,12.1,93.37,0,0,rain,0,0,31.6,21.6,260,1018,87.6,11.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
